Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.09848490357398987,0.09891307504394829,0.09848490357398987,0.09848490357398987,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.09377503535425236,0.09377503535425236,0.09334686398506165,0.09334686398506165,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.08692353516623606,0.08692353516623606,0.08649536967277527,0.08649536967277527,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.08863624185323715,0.08906441322448744,0.08863624185323715,0.08863624185323715,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09120599925518036,0.09163416478981276,0.09120599925518036,0.09120599925518036,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.09677216410636902,0.09720033528863639,0.09677216410636902,0.09677216410636902,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.10148204118013382,0.10191097851589719,0.10148204118013382,0.10148204118013382,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.10576444864273071,0.10619261974725823,0.10576444864273071,0.10576444864273071,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11133064329624176,0.1117588144184484,0.11133064329624176,0.11133064329624176,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.12160751223564148,0.12203568358505003,0.12160751223564148,0.12160751223564148,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.12332013249397278,0.12374830365691514,0.12332013249397278,0.12332013249397278,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12075107997981707,0.12075107997981707,0.12032292038202286,0.12032292038202286,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.11732579145836147,0.11732579145836147,0.11689762026071548,0.11689762026071548,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.11818215996026993,0.11903850262757996,0.11818215996026993,0.11818215996026993,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.1160412476638937,0.1160412476638937,0.11561308801174162,0.11561308801174164,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.11090251937266793,0.11090251937266793,0.1104743480682373,0.1104743480682373,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10619261974725823,0.10619261974725823,0.10576444864273071,0.10576444864273071,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.10405185567127118,0.10405185567127118,0.10362369567155838,0.10362369567155838,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.10918986052274704,0.10961803188573804,0.10918986052274704,0.10918986052274704,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.10918987434330865,0.10918987434330865,0.1083335429430008,0.1083335429430008,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.10490816218496635,0.10490816218496635,0.10447999089956284,0.10447999089956284,23049600,0.0,0.0
1981-01-14 00:00:00-05:00,0.10490818321704865,0.10533635458829231,0.10490818321704865,0.10490818321704865,14291200,0.0,0.0
1981-01-15 00:00:00-05:00,0.10704901069402695,0.1079053418588997,0.10704901069402695,0.10704901069402695,14067200,0.0,0.0
1981-01-16 00:00:00-05:00,0.10662081963089669,0.10662081963089669,0.10619264841079712,0.10619264841079712,13395200,0.0,0.0
1981-01-19 00:00:00-05:00,0.1126151531934738,0.1130433243459627,0.1126151531934738,0.11261515319347382,41574400,0.0,0.0
1981-01-20 00:00:00-05:00,0.10961803188573804,0.10961803188573804,0.10918986052274704,0.10918986052274704,30083200,0.0,0.0
1981-01-21 00:00:00-05:00,0.11133064329624176,0.1121869741065983,0.11133064329624176,0.11133064329624176,15904000,0.0,0.0
1981-01-22 00:00:00-05:00,0.1126151531934738,0.11347149549845159,0.1126151531934738,0.11261515319347382,35548800,0.0,0.0
1981-01-23 00:00:00-05:00,0.11261517682179711,0.11304334806412264,0.1121870055794716,0.11218700557947159,11222400,0.0,0.0
1981-01-26 00:00:00-05:00,0.11090251937266793,0.11090251937266793,0.1104743480682373,0.1104743480682373,24640000,0.0,0.0
1981-01-27 00:00:00-05:00,0.11047435426071046,0.11047435426071046,0.10961802303791046,0.10961802303791046,23699200,0.0,0.0
1981-01-28 00:00:00-05:00,0.10662081963089669,0.10662081963089669,0.10619264841079712,0.10619264841079712,28156800,0.0,0.0
1981-01-29 00:00:00-05:00,0.10276730485426147,0.10276730485426147,0.10233913362026215,0.10233913362026215,43904000,0.0,0.0
1981-01-30 00:00:00-05:00,0.09762850647090378,0.09762850647090378,0.09677216410636902,0.09677216410636902,46188800,0.0,0.0
